v,Lombardy,Mx4rbFoHaMb1EdmAAAACs6hRjg,AdministrativeDistrict
v,Cryptomonad,Mx4rv8gyOpwpEbGdrcN5Y29ycA,EukaryoticOrganism
v,"Avilla, Missouri",Mx4rv33BppwpEbGdrcN5Y29ycA,Village
u,"Beclabito, New Mexico",Mx4rv33BppwpEbGdrcN5Y29ycA,Village
v,"Ulster, New York",Mx4rvuXm9JwpEbGdrcN5Y29ycA,Town
v,"Gate City, Virginia",Mx4rvuXm9JwpEbGdrcN5Y29ycA,Town
v,"Saratoga, Wisconsin",Mx4rvuXm9JwpEbGdrcN5Y29ycA,Town
v,Coramae Richey Mann,Mx4rvViAkpwpEbGdrcN5Y29ycA,Person
i,"Kent County, New Brunswick",Mx4rv33BppwpEbGdrcN5Y29ycA,Village
v,Ian Watt,Mx4rvViAkpwpEbGdrcN5Y29ycA,Person
v,Gustave Courbet,Mx4rwMcZI5wpEbGdrcN5Y29ycA,Artist
v,Mister Peepers,Mx4rvnewlpwpEbGdrcN5Y29ycA,TVShow-CW
v,William McGuigan,Mx4rvViAkpwpEbGdrcN5Y29ycA,Person
v,William Paterson University,Mx4rvVjjvpwpEbGdrcN5Y29ycA,University
v,Scott McCloud,Mx4rvWUNKJwpEbGdrcN5Y29ycA,Cartoonist
v,"Robert M. La Follette, Jr.",Mx4rvVjntpwpEbGdrcN5Y29ycA,Politician
v,Robert Carlyle,Mx4rvViAkpwpEbGdrcN5Y29ycA,Person
i,Walpole Island Indian Reserve No. 46,Mx4rv33BppwpEbGdrcN5Y29ycA,Village
v,Leon Askin,Mx4rvViAkpwpEbGdrcN5Y29ycA,Person
v,Wayne Goodwin,Mx4rvVjntpwpEbGdrcN5Y29ycA,Politician
i,Filey,Mx4rv33BppwpEbGdrcN5Y29ycA,Village
v,Jeremy Lloyd,Mx4rvVj7rpwpEbGdrcN5Y29ycA,Writer
v,The Delgados,Mx4rvgEZGJwpEbGdrcN5Y29ycA,Band-MusicGroup
v,Geoff Murphy,Mx4rvViAkpwpEbGdrcN5Y29ycA,Person
v,Steinunn Sigurðardóttir,Mx4rvViAkpwpEbGdrcN5Y29ycA,Person
i,Guimarei,Mx4rv33BppwpEbGdrcN5Y29ycA,Village
i,South Darfur,Mx4rv33BppwpEbGdrcN5Y29ycA,Village
i,"Ati, Chad",Mx4rv33BppwpEbGdrcN5Y29ycA,Village
v,USS Experiment (1832),Mx4rvVirIJwpEbGdrcN5Y29ycA,Ship
v,William Russell (actor),Mx4rvViAkpwpEbGdrcN5Y29ycA,Person
v,Gen Re,Mx4rvVjQNpwpEbGdrcN5Y29ycA,Business
v,Thilina Kandamby,Mx4r7vjP4RuaEd2f4ADggVfexA,Cricketer
v,Aer Rianta International,Mx4rvVjQNpwpEbGdrcN5Y29ycA,Business
v,The Statler Brothers,Mx4rvgEZGJwpEbGdrcN5Y29ycA,Band-MusicGroup
v,"Combe, Oxfordshire",Mx4rv33BppwpEbGdrcN5Y29ycA,Village
v,Jonathan Routh,Mx4rvViAkpwpEbGdrcN5Y29ycA,Person
v,Mamberamo River,Mx4rvVkHM5wpEbGdrcN5Y29ycA,River
v,Ernst Loof,Mx4rX3MNbLWwEd2AAAAhm0vLxw,FormulaOneRacer
v,Porky's Badtime Story,Mx4rv3sEL5wpEbGdrcN5Y29ycA,Cartoon
v,Bruce Trigger,Mx4rvViAkpwpEbGdrcN5Y29ycA,Person
v,Jules Doinel,Mx4rvViAkpwpEbGdrcN5Y29ycA,Person
v,Sugarloaf (ski resort),Mx4rwQwcZ5wpEbGdrcN5Y29ycA,SkiArea
v,Jens Jensen (landscape architect),Mx4rvViAkpwpEbGdrcN5Y29ycA,Person
v,McNally Robinson,Mx4rvVjQNpwpEbGdrcN5Y29ycA,Business
v,Suburban Station,Mx4rvYOiA5wpEbGdrcN5Y29ycA,Terminal-TransferPoint
v,Pars tuberalis,Mx4rvViAHJwpEbGdrcN5Y29ycA,AnimalBodyPart
v,John Barrow (U.S. politician),Mx4r1PJrHNViQdaf4KqKrwDfPQ,ElectedOfficial
v,Jawaharlal Nehru University,Mx4rvVjjvpwpEbGdrcN5Y29ycA,University
i,McCormick Theological Seminary,Mx4rvVjjvpwpEbGdrcN5Y29ycA,University
v,Barbara Barrie,Mx4rvViAkpwpEbGdrcN5Y29ycA,Person
v,Petrea Burchard,Mx4rvViAkpwpEbGdrcN5Y29ycA,Person
v,Eno River,Mx4rvVkHM5wpEbGdrcN5Y29ycA,River
v,Peacock bass,Mx4rvVjfU5wpEbGdrcN5Y29ycA,Fish
v,Crociati Parma Rugby FC,Mx4r2lUrzHIIR5Ca3xMAlARuPQ,RugbyTeam
v,Rednex,Mx4rvgEZGJwpEbGdrcN5Y29ycA,Band-MusicGroup
v,Mia De Vits,Mx4rvVjntpwpEbGdrcN5Y29ycA,Politician
v,Evander M. Law,Mx4rvViAkpwpEbGdrcN5Y29ycA,Person
v,Empress Wei Zifu,Mx4rvjHZ8JwpEbGdrcN5Y29ycA,Aristocrat
v,Bradespar,Mx4rvVjQNpwpEbGdrcN5Y29ycA,Business
v,Battle of Jumonville Glen,Mx4rvViPO5wpEbGdrcN5Y29ycA,SocialOccurrence
v,USS Stevens (DD-479),Mx4rvVirIJwpEbGdrcN5Y29ycA,Ship
v,Tim Noakes,Mx4rvVj755wpEbGdrcN5Y29ycA,Scientist
v,Nobber,Mx4rv33BppwpEbGdrcN5Y29ycA,Village
v,Sidibe Korian Sidibe,Mx4rvViAkpwpEbGdrcN5Y29ycA,Person
v,Zaynab bint Ali,Mx4rvViAkpwpEbGdrcN5Y29ycA,Person
v,Dwight Johnson (politician),Mx4rvViAkpwpEbGdrcN5Y29ycA,Person
v,Dietrich Heinrich von Bülow,Mx4rvViAkpwpEbGdrcN5Y29ycA,Person
v,All I've Got to Do,Mx4r-s4qKnS9EdaAAACgyZzFrg,MusicalComposition-Song
v,C. Turner Joy,Mx4rvVjvBZwpEbGdrcN5Y29ycA,MilitaryPerson
v,Maudsley Hospital,Mx4rvVjptJwpEbGdrcN5Y29ycA,HospitalBuilding
v,Bantam Books,Mx4rv2JAepwpEbGdrcN5Y29ycA,PublishingOrganization
v,Kelly Nichols,Mx4rvVjaHZwpEbGdrcN5Y29ycA,Actor
v,Thomas Berry,Mx4rvViAkpwpEbGdrcN5Y29ycA,Person
v,To My Surprise,Mx4rvgEZGJwpEbGdrcN5Y29ycA,Band-MusicGroup
v,1982 FIFA World Cup qualification,Mx4rwOI75pwpEbGdrcN5Y29ycA,Tournament
v,Transition Magazine,Mx4rvVigHZwpEbGdrcN5Y29ycA,JournalSeries
v,"William Grenfell, 1st Baron Desborough",Mx4rvViAkpwpEbGdrcN5Y29ycA,Person
v,Pisa Tinoisamoa,Mx4rvVjtBpwpEbGdrcN5Y29ycA,FootballPlayer-American
v,Janie Fricke,Mx4rvVjqXpwpEbGdrcN5Y29ycA,MusicalPerformer
i,"Mechanicsburg, West Virginia",Mx4rv33BppwpEbGdrcN5Y29ycA,Village
i,"Campsie, New South Wales",Mx4rv33BppwpEbGdrcN5Y29ycA,Village
